pair_name,family_slug,left_zeta,right_zeta,noise_std,noise_power,trial_index,clean_advantage_iae,clean_advantage_ise,true_gap_iae,observed_gap_iae,true_gap_ise,pairwise_excess_gap_iae,parity_ratio_iae,left_occupancy_proxy_l2,right_occupancy_proxy_l2,true_winner_left,observed_winner_left,inversion_event
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,14,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,14,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,15,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,15,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,15,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,16,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,16,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,16,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,17,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,17,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,17,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,18,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,18,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,18,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,19,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,19,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,19,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,20,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,20,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,20,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,21,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,21,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,21,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,22,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,22,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,22,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,23,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,23,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,23,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,24,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,24,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,24,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,25,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,25,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,25,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,26,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,26,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,26,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,27,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,27,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,27,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,28,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,28,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,28,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,29,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,29,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,29,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,30,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,30,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,30,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,31,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
0.25_vs_0.707,powerplant_load_following,0.25,0.707,0.0,0.0,31,16.64026788138317,1.0482173907404524,16.64026788138317,16.64026788138317,1.0482173907404524,0.0,0.0,0.0,0.0,1,1,0
0.35_vs_0.707,powerplant_load_following,0.35,0.707,0.0,0.0,31,14.374727724460858,0.9929717709674872,14.374727724460858,14.374727724460858,0.9929717709674872,0.0,0.0,0.0,0.0,1,1,0
0.15_vs_0.707,powerplant_load_following,0.15,0.707,0.0,0.0,32,18.185747046988677,1.0687792212215839,18.185747046988677,18.185747046988677,1.0687792212215839,0.0,0.0,0.0,0.0,1,1,0
